45331266,0,6.5
45331266,1,6
45331266,2,5.5
45331266,3,5.5
45331266,4,8
45331266,5,6
9125083,5,11.5
9125083,6,13.5
9125083,7,12.5
9125083,8,5.5
9125083,9,5.5
9125083,10,6
9125083,11,7
9125083,12,6
9125083,13,6.5
9125083,14,12.5
9125083,15,5.5
9125083,16,8.5
